B_1,B_2,T_1,T_2,G_1,G_2
8.830597505,4.557268722,21.21667761,6.524229075,3.512147078,2.803964758
8.493762311,4.918502203,20.42875903,6.629955947,3.745239659,3.257709251
8.743269862,4.697136564,20.57912016,5.971365639,3.831254104,2.841409692
8.919894944,4.294052863,20.01510177,5.719162996,3.562048588,3.082599119
8.053184504,4.469162996,19.62376888,6.370044053,3.785948785,3.505506608
8.609323703,4.202643172,19.30860144,6.43722467,3.568614576,3.252202643
9.014445174,5.105726872,21.41891005,6.329295154,4.025607354,3.306167401
8.765594222,3.987885463,23.01181878,6.615638767,3.500984898,3.257709251
9.990151018,4.670704846,23.07616546,6.107929515,3.959290873,3.334801762
8.632961261,4.174008811,23.80302035,6.990088106,3.640183848,3.323788546
8.440577807,4.38215859,22.5541694,6.558370044,3.485883125,3.318281938
8.606697308,4.395374449,22.17728168,6.734581498,3.73342088,2.983480176
8.206828628,4.131057269,22.04990151,7.426211454,3.652002626,2.887665198
8.535784636,4.920704846,22.18647406,6.837004405,3.609980302,2.925110132
8.301378858,4.517621145,22.92908733,6.646475771,4,3.549559471
9.372948129,4.495594714,23.86474064,6.394273128,3.670387393,2.921806167
9.463558766,5.290748899,23.38345371,6.36784141,4.009848982,3.101321586
8.893630991,4.443832599,22.89954038,6.268722467,3.504267892,3.318281938
9.499671701,4.333700441,23.07288247,6.498898678,3.795797768,2.981277533
8.923177938,5.036343612,23.47209455,6.24339207,4.120157584,2.758810573
9.013131976,4.519823789,22.26395272,6.078193833,3.948128693,3.325991189
7.970453053,4.288546256,20.42153644,6.718061674,3.760341431,3.454845815
7.913985555,4.421806167,21.85226527,6.438325991,3.478660538,3.227973568
8.562705187,4.491189427,25.19238345,6.00660793,3.812212738,2.885462555
8.69993434,5.394273128,24.39461589,6.0969163,4.014445174,3.081497797
8.359159554,3.842511013,23.06894288,5.933920705,3.810242942,3.20154185
8.522652659,4.238986784,24.26920552,6.134361233,3.657255417,2.851321586
8.67760998,4.003303965,23.50952068,6.38215859,3.669730794,3.060572687
8.309258043,4.831497797,21.72948129,6.362334802,3.761654629,3.191629956
7.952068286,4.332599119,24.87130663,5.906387665,3.30006566,3.623348018
8.103086014,4.540748899,31.92646093,7.060572687,3.523965857,2.901982379
8.313197636,4.162995595,44.42416284,6.555066079,3.421536441,2.970264317
8.23309258,4.614537445,45.5009849,6.139867841,3.84438608,2.731277533
8.632304662,4.261013216,45.97833224,6.503303965,3.260013132,3.196035242
8.20026264,4.977973568,46.76690742,6.11784141,3.593565332,2.982378855
8.200919238,5.374449339,47.64543664,6.926211454,3.339461589,3.162995595
7.990151018,5.124449339,46.54694682,6.651982379,3.462245568,2.97246696
7.760341431,5.219162996,46.4438608,6.314977974,3.476034143,3.179515419
7.296126067,5.741189427,48.62114248,6.523127753,3.571240972,2.843612335
7.310571241,5.345814978,49.1109652,6.11784141,3.523965857,2.823788546
7.134602758,5.483480176,46.01575837,6.690528634,3.69468155,2.877753304
7.277084701,6.251101322,46.1103086,6.301762115,3.503611293,2.966960352
7.092580433,5.349118943,46.22652659,6.441629956,3.773473408,3.261013216
7.269205515,5.61784141,47.84832567,6.053964758,3.493762311,3.215859031
7.203545634,5.711453744,47.80958634,6.733480176,3.367695338,3.188325991
7.792514773,6.252202643,47.78332239,6.711453744,3.810242942,3.147577093
7.708470125,5.957048458,33.51543007,6.207048458,3.739986868,3.002202643
7.284963887,5.946035242,25.86080105,6.463656388,3.467498359,2.975770925
7.780039396,6.023127753,24.92777413,6.74339207,3.507550886,3
7.795797768,5.985682819,23.4977019,7.248898678,3.770847012,3.220264317
7.080761655,6.54845815,24.62442548,6.946035242,3.319107026,3.240088106
7.887721602,6.601321586,24.82994091,6.669603524,3.63887065,3.354625551
7.636900854,6.258810573,25.14445174,6.823788546,3.692055154,3.11123348
7.891661195,6.325991189,24.55088641,7.323788546,3.76099803,3.246696035
8.134602758,6.030837004,24.54366382,7.031938326,3.520682863,2.932819383
8.011818779,6.810572687,23.40183848,6.703744493,3.495732108,3.273127753
7.832567301,6.015418502,21.1135916,6.129955947,3.75574524,3.128854626
8.644123441,6.523127753,22.41694025,6.264317181,3.48325673,3.334801762
8.093237032,5.886563877,21.89888378,7.112334802,3.854891661,2.799559471
7.328956008,5.996696035,23.39855548,6.941629956,3.836506894,3.030837004
7.682206172,6.323788546,22.36703874,7.297356828,3.821405121,3.349118943
7.512803677,6.197136564,23.19960604,6.599118943,3.451739987,3.154185022
7.565331582,5.671806167,25.08076165,6.429515419,3.6664478,3.712555066
8.082731451,6.813876652,25.98030204,6.564977974,3.881812213,3.235682819
8.284307288,6.693832599,26.02560735,7.185022026,3.82797111,3.209251101
7.965200263,6.280837004,26.22586999,6.59030837,3.518713066,3.232378855
7.441234406,5.916299559,25.17005909,6.27753304,3.907419567,3.231277533
7.586999343,6.450440529,25.86014445,6.740088106,3.793171372,2.772026432
7.341431385,6.110132159,25.18384767,6.368942731,3.595535128,3.31938326
8.125410374,6.071585903,25.63296126,6.666299559,3.853578464,3.328193833
7.343401182,6.082599119,25.28496389,6.602422907,3.658568615,3.059471366
7.741300066,6.038546256,25.41431385,6.557268722,3.484569928,3.061674009
7.214051215,6.332599119,25.30334865,6.084801762,3.631648063,3.036343612
7.485883125,6.670704846,24.01969796,7.131057269,3.708470125,3.363436123
7.004596192,6.827092511,22.98883782,6.40969163,3.914642154,3.233480176
6.713066316,6.900881057,20.26460932,6.6530837,3.521339462,3.302863436
7.04464872,6.098017621,23.11621799,7.146475771,3.409717663,3.072687225
6.693368352,6.389867841,20.67367039,7.372246696,3.656598818,3.537444934
7.842416284,5.894273128,22.47406435,7.140969163,3.613263296,3.410792952
7.154957321,6.572687225,24.84307288,6.93061674,3.611950098,3.094713656
7.406434668,6.526431718,23.83650689,6.635462555,3.601444517,3.329295154
6.52199606,6.868942731,21.22652659,6.767621145,3.623112278,3.210352423
6.669730794,6.259911894,21.41759685,6.709251101,3.781352594,3.029735683
6.763624425,6.110132159,22.46881156,7.133259912,3.55022981,3.11123348
6.565988181,6.634361233,22.59816152,7.273127753,3.843729481,3.511013216
6.86671044,7.116740088,21.51346028,6.473568282,3.898883782,3.261013216
7.069599475,6.856828194,21.95272489,7.426211454,3.831910703,3.185022026
6.932370322,6.295154185,21.95075509,6.620044053,3.600787919,3.167400881
6.59422193,6.259911894,22.13722915,7.029735683,3.353906763,3.099118943
7.501641497,6.778634361,23.92514773,7.313876652,3.597504924,3.301762115
6.678923178,6.329295154,23.8910046,6.844713656,3.582403152,3.092511013
7.764281024,6.862334802,24.22980959,6.473568282,3.596848326,3.454845815
7.118187787,6.15969163,26.39527249,8.878854626,3.904136573,3.417400881
6.621799081,6.671806167,23.01838477,9.827092511,3.565331582,3.36784141
6.957977676,6.70814978,23.94812869,11.00550661,3.976362443,3.074889868
6.973736047,6.799559471,22.90938936,9.45814978,3.892317794,3.350220264
7.128693368,6.400881057,23.41628365,10.45704846,3.330269206,3.341409692
7.506894288,6.447136564,22.73342088,10.67731278,3.613263296,3.123348018
7.613263296,6.18061674,22.20485883,10.62995595,3.745239659,3.126651982
7.000656599,6.320484581,23.67760998,10.59581498,3.709783322,2.796255507
6.87196323,6.668502203,22.88575181,10.22026432,3.739330269,3.207048458
6.546290217,6.183920705,20.36703874,10.06718062,3.680236376,3.176211454
6.994747209,6.343612335,23.2239002,11.23788546,3.472751149,3.418502203
6.837163493,6.697136564,23.76887722,11.48237885,3.528562049,3.265418502
7.17202889,6.316079295,21.03939593,10.77422907,3.503611293,3.288546256
6.686802364,6.693832599,26.8916612,11.08590308,3.361785949,3.113436123
6.105055811,6.073788546,35.01247538,11.34581498,3.450426789,2.885462555
6.860801051,6.259911894,41.70912672,10.37665198,3.68351937,3.093612335
6.122783979,5.70154185,39.43598162,10.87444934,3.531188444,3.300660793
6.106369009,5.893171806,41.11884439,9.974669604,3.535128037,3.400881057
7.047275115,6.0969163,42.41234406,10.18942731,3.563361786,3.225770925
6.325016415,6.017621145,43.69730794,9.639867841,3.630334865,3.236784141
6.51674327,6.47907489,40.48260013,10.52753304,3.506894288,2.99339207
5.876559422,5.736784141,41.20945502,11.03744493,3.515430072,3.226872247
7.17202889,6.52753304,39.23046619,10.71255507,3.405121471,3.196035242
6.022980959,6.216960352,42.02035456,10.24889868,3.436638214,2.809471366
6.906106369,6.053964758,42.69665135,10.19823789,3.693368352,3.27092511
7.086671044,6.692731278,42.72948129,10.39867841,3.695994747,3.328193833
6.47209455,6.342511013,42.20157584,10.92731278,3.571897571,3.22907489
6.607353907,6.167400881,42.50886408,10.66299559,3.369665135,2.920704846
6.655942219,6.609030837,37.35128037,10.79185022,4.039395929,2.906387665
6.996060407,6.63215859,26.70847012,10.22026432,3.689428759,3.470264317
6.565331582,5.830396476,23.50689429,10.5969163,3.734077479,3.448237885
6.086671044,5.845814978,22.68811556,11.16299559,3.823374918,2.95814978
6.641497045,6.764317181,21.58305975,10.44052863,3.475377544,2.955947137
6.940249508,6.167400881,20.92908733,11.28744493,3.786605384,3.198237885
6.620485883,6.386563877,21.73670387,10.96585903,3.816152331,3.112334802
6.305975049,6.47246696,19.39527249,11.53193833,3.607353907,3.390969163
6.290216678,6.522026432,18.85423506,11.1530837,3.386736704,3.168502203
6.332239002,5.855726872,18.71437951,10.64977974,3.929087328,3.175110132
6.604070913,5.898678414,20.08273145,10.96365639,3.600787919,3.530837004
6.581746553,5.830396476,20.04924491,7.898678414,3.409717663,3.259911894
6.391989494,6.112334802,20.58502955,7.679515419,3.592252134,3.030837004
6.636244255,6.039647577,17.85554826,7.404185022,3.66119501,3.287444934
5.756401838,6.339207048,18.12147078,7.54845815,3.401838477,2.949339207
6.547603414,6.38215859,18.78266579,10.22356828,3.680236376,3.252202643
6.988181221,5.88215859,18.98752462,10.16519824,3.959290873,3.193832599
6.536441234,6.008810573,21.0531845,11.56718062,3.762967827,3.29845815
6.492449114,5.726872247,18.45042679,11.46255507,3.408404465,3.221365639
6.453053185,5.378854626,18.63230466,12.73678414,3.368351937,3.144273128
6.615889691,4.885462555,18.99540381,12.38325991,3.799080762,3.170704846
7.418910046,5.088105727,20.32239002,14.22246696,3.753775443,3.028634361
6.455022981,5.660792952,22.13985555,10.99669604,3.919238345,2.896475771
6.507550886,5.390969163,23.15036113,8.799559471,3.91661195,3.360132159
6.958634274,5.77092511,23.32764281,9.705947137,3.364412344,3.11123348
6.885095207,5.349118943,22.37557452,8.975770925,3.995403808,3.015418502
7.172685489,5.360132159,23.2777413,9.11784141,3.707813526,3.273127753
6.980958634,4.914096916,23.96848326,8.72907489,3.60013132,3.441629956
7.807616546,4.692731278,23.47209455,10.88876652,3.614576494,3.120044053
7.126723572,4.803964758,23.4445174,12.48127753,3.620485883,3.366740088
7.458305975,5.378854626,23.54760341,13.35022026,3.441234406,3.178414097
7.771503611,5.04845815,23.9448457,13.55726872,3.552856205,3.401982379
6.715692712,5.287444934,23.26789232,12.45484581,3.663164806,3.261013216
7.256730138,5.234581498,23.53250164,8.99339207,3.891661195,3.322687225
7.513460276,5.068281938,24.45830598,8.473568282,3.845699278,3.028634361
7.258043336,5.865638767,23.43860801,8.213656388,3.758371635,3.110132159
6.824688116,5.318281938,24.96848326,8.052863436,4.321076822,3.120044053
6.464871963,4.77753304,21.15495732,8.183920705,3.609323703,3.122246696
6.954694682,4.929515419,23.01838477,7.740088106,3.627051871,3.29845815
6.432698621,5.044052863,24.0538411,7.338105727,3.717005909,3.016519824
6.682862771,5.933920705,23.33946159,8.240088106,3.73342088,3.118942731
7.529218647,5.058370044,22.664478,7.718061674,3.62770847,3.844713656
7.956007879,5.162995595,22.52068286,7.961453744,3.575180565,3.372246696
7.078135259,4.772026432,21.38542351,8.45814978,3.780695995,3.154185022
7.242284964,5.704845815,21.00656599,8.505506608,3.537754432,3.268722467
7.304005253,6.164096916,22.00722259,9.300660793,3.575180565,3.046255507
7.071569271,5.519823789,22.14970453,8.259911894,3.488509521,3.224669604
6.676296783,5.524229075,21.9461589,8.672907489,3.692055154,3.168502203
6.479317137,5.259911894,21.37623112,7.830396476,3.67760998,3.036343612
7.43335522,5.529735683,21.48588313,8.235682819,3.665134603,3.318281938
7.186474064,5.74339207,23.58371635,7.821585903,4.005252791,3.169603524
7.745239659,5.09030837,22.87721602,7.990088106,3.475377544,3.429515419
6.628365069,5.373348018,21.04727511,8.305066079,3.809586343,3.112334802
7.036769534,5.452643172,21.70453053,9.269823789,3.627051871,3.145374449
7.180564675,5.577092511,21.86671044,8.491189427,4.029546947,3.412995595
7.118187787,4.787444934,20.96454366,8.462555066,3.637557452,3.392070485
6.954694682,5.269823789,20.70256074,9.394273128,3.575180565,3.365638767
7.501641497,4.964757709,21.42810243,9.887665198,3.886408404,3.263215859
7.343401182,5.286343612,21.73079448,9.38215859,3.872619829,3.59030837
6.407747866,5.647577093,21.4425476,9.767621145,3.723571898,3.397577093
7.831910703,5.779735683,22.25476034,10.16079295,3.75574524,3.726872247
6.830597505,5.764317181,22.50558109,10.50550661,4.135259357,3.405286344
7.334865397,5.535242291,20.70912672,9.54845815,3.755088641,3.197136564
6.8332239,5.390969163,19.93762311,10.27643172,3.464871963,3.359030837
6.254103743,5.881057269,19.7754432,10.73017621,3.780695995,3.418502203
7.129349967,6.230176211,21.26723572,17.70814978,3.525935653,3.071585903
7.12212738,5.427312775,22.78529219,20.04405286,3.707156927,3.236784141
6.930400525,5.650881057,21.58568615,20.63986784,3.623112278,3.197136564
7.390019698,5.801762115,19.53972423,19.9185022,3.95009849,3.976872247
6.819435325,5.237885463,19.3342088,19.87995595,3.896913986,3.205947137
6.563361786,5.429515419,20.20288903,18.15748899,3.971766251,3.314977974
7.271175312,5.699339207,21.95272489,19.70814978,3.95009849,3.165198238
7.080105056,5.394273128,21.46224557,18.79625551,3.924491136,3.193832599
6.640183848,5.390969163,22.02429416,14.25330396,3.809586343,3.331497797
7.384766907,5.045154185,20.8890348,11.44933921,3.777413001,3.657488987
6.694024951,5.427312775,20.31976362,11.35462555,3.687458963,3.389867841
7.246224557,5.515418502,20.61654629,10.54515419,3.860144452,3.406387665
6.80564675,5.127753304,21.32632961,10.69713656,3.791201576,3.607929515
6.747209455,5.54185022,21.26657912,11.2654185,3.553512804,3.050660793
7.450426789,5.447136564,20.76887722,10.75220264,3.659225213,3.126651982
7.058437295,6.022026432,20.76756402,9.300660793,4.108338805,3.595814978
7.370321733,5.593612335,22.54432042,9.995594714,4.003939593,3.536343612
6.914642154,4.874449339,21.78791858,10.02973568,3.674983585,3.419603524
7.170059094,5.121145374,20.97045305,10.71806167,3.742613263,3.5
7.281024294,5.767621145,21.0551543,10.48898678,3.759684833,3.254405286
7.602101116,5.700440529,19.59356533,11.30726872,3.830597505,3.588105727
7.126066973,4.922907489,20.80236376,10.59251101,3.49441891,3.457048458
7.149047932,5.266519824,20.57715036,9.744493392,3.743926461,3.703744493
6.621142482,6.063876652,21.34668418,10.31718062,3.932370322,3.81938326
7.074852265,5.084801762,22.19172685,10.60022026,3.521339462,3.528634361
8.936966513,5.128854626,21.76690742,11.4592511,3.553512804,3.310572687
7.254103743,5.464757709,20.79776756,15.72026432,3.592908733,2.983480176
7.485883125,6.039647577,20.97110965,19.93832599,3.478660538,3.139867841
7.48325673,6.022026432,21.7216021,22.31828194,3.567301379,3.61784141
7.734734077,4.837004405,22.22980959,21.06828194,3.923834537,3.262114537
7.143795141,5.387665198,22.43335522,21.1222467,3.646749836,2.987885463
7.75574524,4.963656388,22.07944846,23.05726872,3.750492449,3.363436123
6.781352594,5.02753304,22.30860144,22.18942731,3.796454366,3.446035242
7.402495076,5.09030837,20.98489823,22.01982379,3.653972423,3.063876652
7.283650689,5.175110132,21.6651346,22.39317181,3.864084045,3.182819383
7.529218647,6.20154185,20.78266579,22.00220264,3.705187131,3.237885463
6.950755089,5.915198238,20.22849639,20.97907489,3.790544977,3.078193833
6.839789888,5.25660793,21.4445174,22.68171806,3.578463559,3.226872247
7.089954038,5.794052863,20.13460276,21.95704846,3.753118844,3.11784141
7.50558109,5.029735683,20.62442548,22.0407489,3.4445174,3.098017621
7.209455023,4.723568282,21.33026921,21.90418502,3.746552856,3.883259912
7.654629022,5.5969163,19.56401838,21.51101322,3.67760998,3.224669604
7.252133946,5.089207048,20.54694682,22.75881057,3.589625739,3.085903084
7.881812213,5.292951542,20.64543664,20.62555066,3.843729481,3.258810573
7.762311228,5.272026432,20.91595535,21.19493392,3.66119501,3.439427313
7.330269206,4.740088106,22.53775443,20.45704846,3.541694025,3.310572687
7.971766251,5.372246696,20.00393959,21.10462555,3.780695995,3.214757709
7.819435325,5.303964758,20.41628365,21.09251101,3.62770847,3.274229075
6.814839133,5.412995595,20.20354563,21.58920705,3.564018385,3.396475771
7.001969796,5.223568282,20.1135916,21.3061674,3.506237689,3.218061674
7.328299409,5.286343612,20.56204859,20.95704846,3.872619829,3.139867841
6.887721602,5.618942731,20.91661195,23.07048458,3.421536441,3.083700441
7.874589626,5.825991189,20.65725542,22.92511013,3.797110965,3.182819383
7.81680893,5.672907489,20.02232436,23.29625551,3.621799081,3.320484581
7.508864084,5.922907489,20.55942219,24.54295154,3.495732108,3.188325991
7.552856205,4.991189427,20.62639527,23.20594714,3.824688116,3.427312775
7.034799737,5.6530837,20.54366382,24.56718062,4.098489823,2.946035242
7.349310571,5.668502203,19.13657255,26.1685022,3.610636901,3.365638767
7.511490479,5.395374449,19.66250821,24.05726872,3.598161523,3.578193833
7.380170716,5.5,20.63952725,24.32378855,3.665134603,3.075991189
8.128693368,5.209251101,19.80170716,25.28744493,4.097833224,3.31938326
7.048588313,5.940528634,19.95075509,23.13215859,3.792514773,3.537444934
8.014445174,5.574889868,20.26395272,23.96806167,3.657912016,3.321585903
7.152987525,5.797356828,19.78726198,16.50220264,3.864084045,3.677312775
7.604727511,6.75,21.30531845,13.65638767,3.586999343,3.561674009
7.723571898,5.513215859,19.98030204,11.74669604,3.6112935,3.63876652
6.857518056,6.594713656,21.87458963,11.70594714,3.674983585,3.397577093
7.582403152,5.806167401,21.16349311,11.30066079,3.335521996,3.378854626
7.328299409,5.575991189,21.47537754,11.86343612,3.707813526,3.535242291
7.617202889,5.962555066,22.30072226,12.87114537,3.701247538,3.246696035
7.445830598,5.400881057,23.06565988,12.30947137,3.581746553,3.127753304
7.963887065,6.397577093,21.81286934,11.92951542,3.745896257,3.561674009
7.773473408,5.924008811,22.0558109,12.4284141,3.689428759,3.561674009
7.271175312,5.469162996,21.31779383,13.08810573,3.886408404,3.501101322
8.068942876,5.790748899,21.56467498,11.85572687,3.476690742,3.542951542
6.62245568,6.107929515,21.08535785,13.8876652,4.009192383,3.259911894
6.918581747,5.745594714,21.01444517,12.22907489,3.759684833,3.497797357
7.193040053,5.245594714,21.08732764,10.60462555,3.822718319,3.125550661
8.098489823,5.813876652,21.48982272,11.33700441,3.389363099,3.351321586
7.370978332,5.598017621,22.43992121,19.73017621,3.898883782,3.193832599
7.079448457,5.259911894,22.04924491,23.72246696,3.644123441,3.202643172
7.324359816,5.70814978,21.82994091,25.53634361,3.529218647,3.259911894
7.139855548,5.947136564,22.56795798,27.89427313,3.779382797,3.142070485
7.454366382,5.818281938,22.18187787,25.39207048,3.703873933,3.045154185
7.246224557,5.908590308,22.12278398,25.35352423,3.739986868,3.647577093
6.695994747,6.084801762,22.84569928,24.98898678,3.716349311,3.123348018
7.720945502,5.627753304,21.64806303,24.16189427,3.885095207,3.194933921
7.497045305,5.023127753,22.39527249,23.00770925,3.707813526,3.266519824
7.378200919,5.486784141,22.92843073,23.16740088,3.971766251,3.252202643
7.942219304,5.635462555,22.03939593,22.17621145,3.764281024,3.552863436
7.612606697,5.767621145,21.71897571,21.80286344,3.502298096,3.207048458
7.38345371,5.814977974,23.38345371,15.58590308,3.967826658,3.465859031
7.98883782,5.615638767,22.82665791,13.07268722,3.741956664,3.604625551
8.367695338,6.093612335,22.47472095,13.04625551,3.637557452,3.614537445
7.455022981,5.763215859,21.81812213,11.33259912,3.447800394,3.732378855
7.426789232,5.81938326,22.30006566,11.96806167,3.749179251,3.811674009
7.434668418,6.636563877,24.51280368,11.19933921,4.16086671,3.370044053
7.782665791,6.123348018,24.69336835,11.88325991,3.697964544,3.497797357
7.456336179,5.954845815,27.21339462,12.82709251,4.185817466,3.305066079
6.999343401,6.348017621,25.6690742,10.95044053,3.62770847,3.88876652
7.826001313,6.389867841,25.74852265,11.9746696,3.636244255,3.649779736
7.362442548,6.592511013,26.73736047,12.62995595,3.936309915,3.481277533
7.645436638,6.483480176,27.33814839,13.4284141,3.589625739,3.570484581
7.486539724,6.397577093,27.44123441,12.01872247,4.019041366,3.645374449
7.837820092,6.34030837,29.03611293,12.18832599,3.364412344,3.131057269
7.407091267,5.555066079,27.52199606,12.34911894,3.890347997,3.821585903
7.286933684,5.79185022,27.97570584,12.23788546,3.873933027,3.828193833
7.158896914,5.926211454,26.90151018,12.23568282,3.935653316,3.79185022
7.349310571,5.742290749,26.73867367,12.01211454,3.684175968,3.416299559
7.747866054,5.72907489,27.40315167,12.87114537,3.843072882,3.419603524
7.378200919,5.926211454,28.37229153,13.4845815,3.917925148,3.61123348
7.345370978,5.407488987,27.35521996,13.28744493,3.632304662,3.581497797
8.412344058,6.002202643,26.78660538,13.31718062,3.297439265,3.529735683
8.139855548,6.238986784,27.03086014,13.34361233,3.908732764,3.442731278
7.58896914,6.225770925,27.25147735,13.56387665,3.773473408,3.426211454
7.210768221,6.070484581,26.67564018,12.4339207,4.124753775,3.533039648
7.39461589,5.503303965,25.91595535,12.8215859,3.526592252,3.705947137
7.502298096,5.790748899,26.80105056,12.87995595,3.699277741,3.401982379
