B_2,B_3,B_4,B_5,B_6,T_2,T_3,T_4,T_5,T_6,G_2,G_3,G_4,G_5,G_6
6.578720345,3.737386805,3.997774481,5.06359447,3.903990746,8.196261682,5.748382924,6.226261128,7.22764977,7.1735107,3.746944644,2.849288486,2.884272997,3.367741935,3.209369578
5.559309849,3.761319534,3.666913947,4.860829493,4.195488722,8.41480949,6.038163001,6.178041543,8.153917051,6.956622325,3.463695183,2.896507115,3.104599407,3.148387097,3.323308271
5.395398994,3.69469599,4.028931751,4.341013825,3.934065934,8.145219267,6.456015524,6.212166172,7.693087558,6.174089069,3.572969087,2.860284605,3.356824926,2.949308756,2.983805668
5.675772825,3.696636481,3.90578635,4.656221198,3.673799884,8.841840403,5.818240621,6.556379822,6.511520737,7.010989011,3.464414091,2.970892626,2.850148368,3.417511521,2.87854251
5.943206326,3.635834411,3.922106825,4.694930876,4.142857143,8.150251618,5.652652005,6.465875371,6.484792627,7.15037594,3.33860532,2.847994825,3.172106825,3.44516129,3.170040486
5.749101366,3.661060802,3.695103858,4.907834101,3.941006362,8.145938174,5.923027167,6.224777448,7.217511521,6.518796992,3.199137311,2.918499353,2.892433234,3.342857143,3.373048005
5.702372394,3.695989651,3.584569733,4.716129032,3.831694621,7.938173976,6.15847348,6.293768546,7.379723502,6.807403123,3.557872035,3.075679172,3.484421365,3.157603687,3.116830538
5.39899353,4.095084088,4.238130564,4.638709677,4.049161365,7.95542775,6.320827943,6.212166172,6.905990783,6.458068248,3.070452912,3.071798189,2.960682493,3.261751152,3.080393291
4.936736161,3.723156533,5.324925816,4.558525346,4.127819549,7.626887132,6.003234153,6.231454006,6.693087558,6.041642568,3.55643422,3.035575679,3.034866469,3.365898618,3.023713129
5.245147376,3.547218629,4.787833828,4.509677419,3.709080393,7.584471603,6.460543338,6.328635015,7.542857143,7.067090804,3.41984184,3.09767141,3.098664688,3.179723502,3.396182765
5.101365924,3.685640362,5.008902077,4.380645161,4.061885483,7.406182602,5.691461837,6.1884273,7.050691244,7.151532678,3.455787203,2.870633894,2.890207715,3.188940092,2.917871602
5.312005751,4.102199224,4.712166172,4.839631336,3.946211683,7.70596693,6.001293661,6.459198813,6.858064516,7.397917872,3.473759885,3.046571798,2.926557864,3.588018433,3.192018508
5.005751258,3.738033635,5,4.059907834,4.360323887,7.824586628,5.672703752,5.828635015,6.639631336,7.442452285,3.342918763,3.199870634,3.333827893,2.855299539,3.314632736
5.114306254,3.508408797,5.161721068,4.102304147,3.821283979,8.174694464,5.384864166,6.181008902,6.226728111,7.357432042,3.232925953,3.52457956,2.78189911,3.061751152,3.155002892
4.718188354,3.738680466,5.580860534,3.962211982,4.072296125,6.919482387,5.637774903,6.695845697,7.483870968,6.593984962,3.35442128,3.53686934,3.232195846,3.152995392,3.314054367
5.112149533,3.626778784,4.833086053,4.276497696,4.064198959,7.285406183,6.267141009,6.419139466,7.431336406,6.201272412,3.266714594,2.913971539,2.995548961,3.160368664,3.247541932
4.44356578,3.487063389,5.412462908,4.380645161,4.082128398,8.161035226,5.803363519,6.270029674,6.901382488,6.822440717,3.274622574,2.968952135,3.208456973,2.961290323,3.195488722
4.518332135,3.710219922,4.785608309,4.107834101,4.257374205,7.58015816,5.45148771,6.287091988,6.765898618,7.356275304,3.18116463,2.959249677,3.029673591,3.315207373,3.288606131
4.611790079,3.482535576,4.81305638,4.188940092,4.019664546,7.643421999,5.551746442,6.270029674,6.670046083,6.846732215,3.389647735,3.054980595,3.659495549,3.286635945,3.201850781
4.987778577,3.991591203,4.598664688,4.258064516,4.065934066,7.416966211,5.8538163,6.502967359,7.447926267,7.270098323,3.242271747,2.9385511,2.861275964,3.231336406,3.176402545
4.88713156,3.600905563,4.528189911,4.541935484,3.919606709,7.61682243,5.71992238,6.947329377,7.677419355,7.072296125,3.295470884,3.204398448,2.889465875,3.458064516,3.289762869
4.660675773,4.279430789,4.491839763,3.846082949,4.159629844,7.594536305,6.139068564,6.049703264,6.951152074,6.790052053,3.258806614,2.892626132,2.954005935,3.134562212,3.144013881
4.480948958,4.420439845,4.356824926,4.315207373,4.207634471,7.340762042,5.555627426,5.902077151,7.316129032,6.882591093,3.601725377,3.083441138,3.21884273,3.149308756,3.399652979
4.644859813,4.507761966,4.34421365,4.414746544,4.261422788,7.199856219,5.650064683,5.674332344,7.042396313,6.733371891,3.219266715,3.046571798,2.954747774,3.352995392,3.258530943
4.680805176,4.448253558,4.113501484,4.177880184,4.100636206,7.372393961,5.379689521,6.077151335,7.794470046,6.832851359,3.24155284,3.203751617,3.059347181,3.341013825,3.299595142
4.580877067,4.372574386,4.152077151,4.49124424,4.348178138,7.914450036,5.419146184,5.956973294,6.91797235,7.551185656,3.582314881,2.879689521,3.105341246,3.141935484,3.518218623
4.328540618,4.144243208,3.891691395,4.132718894,4.367264315,7.315600288,6.04915912,6.270029674,6.721658986,7.5951417,3.317757009,3.01228978,3.084569733,3.18156682,3.415268942
4.501797268,4.969598965,3.836795252,6.738248848,4.681318681,7.401150252,6.128072445,6.916172107,9.666359447,6.811451706,3.352264558,3.205045278,2.571958457,3.641474654,3.182186235
4.358015816,5.514877102,4.273738872,5.811981567,4.438403702,6.861250899,5.970245796,6.1884273,9.480184332,7.171197224,3.186915888,3.090556274,3.162462908,3.351152074,3.407171776
4.48023005,4.81759379,4.170623145,4.676497696,4.234239445,7.19698059,5.62160414,6.193620178,6.885714286,6.793522267,3.353702372,2.888745149,3.215875371,3.513364055,3.06940428
4.544212797,5.19534282,4.117210682,6.784331797,4.19664546,7.508267434,6.020698577,6.864985163,10.26820276,7.644303065,3.100647017,3.254204398,2.869436202,3.303225806,3.234817814
4.647735442,4.76778784,3.880563798,5.693087558,4.154424523,7.008626887,6.359637775,6.09347181,7.943778802,7.224407172,3.326383896,2.754204398,2.778931751,3.17235023,3.113360324
4.416247304,5.089262613,3.759643917,4.583410138,4.604395604,7.2178289,5.899741268,6.675074184,7.226728111,7.107576634,3.315600288,2.908796895,3.180267062,3.52718894,2.860613071
4.48813803,5.24385511,3.919881306,4.935483871,4.344129555,7.926671459,6.145536869,6.526706231,7.387096774,7.297281666,3.242990654,3.021992238,3.050445104,3.205529954,3.168883748
4.434938893,5.12160414,3.902077151,4.946543779,4.241758242,7.305535586,5.928848642,6.505192878,7.358525346,7.231925969,3.252336449,2.937904269,3.462908012,3.113364055,3.206477733
4.613946801,5.336351876,4.493323442,3.920737327,4.581260844,7.169662114,6.554980595,6.224035608,6.647926267,7.682475419,3.542774982,3.184346701,3.045994065,3.49124424,3.162521689
4.629762761,5.593143596,3.896884273,4.576036866,4.365529208,7.625449317,6.143596378,6.614243323,7.165898618,6.756506651,3.220704529,3.02457956,3.045252226,3.126267281,3.219201851
4.526240115,5.473479948,3.745548961,4.770506912,4.2313476,7.621135873,5.655239327,5.915430267,7.2,6.937536148,3.122214234,2.758732212,3.134272997,3.186175115,3.49161365
4.690869878,5.250970246,3.959198813,4.186175115,4.375361481,7.03666427,5.897153946,6.114985163,7.044239631,7.276460382,3.070452912,3.052393273,2.910237389,3.077419355,2.894158473
4.688713156,4.931435964,3.78041543,4.634101382,4.262579526,7.258806614,5.714747736,6.43694362,6.552995392,7.216310006,3.429906542,3.016817594,2.84421365,3.289400922,3.229034124
4.711718188,5.106080207,3.770029674,4.604608295,4.631000578,7.187634795,6.040750323,6.247032641,6.64516129,8.052631579,3.407620417,3.003234153,3.058605341,3.323502304,3.084441874
4.317757009,5.572445019,3.902818991,4.803686636,4.268363216,6.509705248,5.943725744,6.388724036,6.840552995,7.15037594,3.179726815,3.25549806,3.359050445,3.302304147,2.934065934
4.386772106,5.009055627,3.991097923,3.897695853,4.530364372,7.389647735,5.96377749,6.059347181,7.310599078,7.027183343,3.347951114,3.027813713,2.952522255,3.448847926,3.255060729
4.200575126,5.213454075,3.947329377,4.170506912,4.482938115,6.90294752,6.10931436,6.06379822,6.41843318,7.886061307,3.491732566,3.393272962,3.065281899,3.236866359,3.441873916
4.542056075,5.262613195,3.836053412,4.529953917,4.446500868,7.08411215,5.945666235,6.227002967,6.46359447,7.395026027,3.505391804,3.062742561,3.356083086,3.439631336,3.1735107
4.762760604,4.942432083,4.307863501,4.090322581,4.223250434,7.040258807,5.864165589,6.215875371,6.46359447,7.263157895,3.525521208,2.911384217,3.259643917,3.661751152,3.286292655
5.200575126,5.216041397,4.03115727,4.4359447,4.290341238,7.144500359,5.836351876,6.703264095,6.505069124,7.597455176,3.033788641,2.921086675,3.03264095,3.282949309,3.132446501
4.19410496,5.240620957,4.039317507,4.548387097,4.708502024,6.550682962,5.842173351,6.385756677,6.85437788,7.249277039,3.222861251,3.177878396,3.284866469,3.289400922,3.253325622
4.416247304,5.419793014,3.520771513,4.203686636,4.521110468,6.460100647,5.952781371,7.045994065,6.391705069,7.024869867,3.404744788,3.077619664,2.991839763,3.224884793,3.222093696
5.193386053,5.431435964,3.923590504,4.243317972,4.230190862,7.598130841,5.804010349,6.353115727,7.482949309,6.998843262,3.390366643,3.04915912,3.272255193,3.257142857,3.087333719
4.517613228,5.068564036,4.014836795,4.499539171,4.68768074,6.748382459,5.852522639,6.536350148,6.302304147,7.331983806,3.065420561,2.831177232,3.171364985,3.249769585,3.484094853
4.62473041,4.983829237,4.131305638,4.39078341,4.398496241,7.096333573,5.689521345,5.53115727,6.90875576,7.061307114,3.193386053,2.994825356,3.019287834,3.090322581,3.200115674
4.875629044,5.03622251,4.052670623,4.484792627,4.639097744,6.91876348,6.09767141,6.044510386,7.176036866,7.253903991,3.286843997,3.192108668,3.060089021,3.288479263,3.098901099
4.437814522,5.087968952,4.276706231,4.52718894,4.717177559,6.927390367,5.740620957,7.223293769,7.330875576,7.511278195,3.549245147,2.887451488,3.310089021,3.224884793,3.342394448
4.731128684,4.703751617,4.109792285,3.795391705,4.881434355,6.894320633,6.324062096,5.65652819,7.384331797,7.322729902,3.350107836,2.864165589,3.383531157,3.379723502,3.181029497
4.032350827,4.625485123,4.128338279,3.946543779,4.868710237,7.074766355,6.626778784,5.690652819,7.146543779,7.558126084,3.288281812,3.300776197,2.983679525,3.512442396,3.093695778
4.344356578,4.867399741,4.076409496,4.165898618,4.775592828,7,6.197283312,6.494065282,6.393548387,8.259687681,3.086268871,3.409443726,3.060089021,3.195391705,3.231925969
4.18116463,4.86610608,4.183234421,3.799078341,4.847888953,6.460100647,6.110608021,6.362017804,7.416589862,8.73973395,3.146657081,3.090556274,2.960682493,3.101382488,3.263157895
4.744787922,4.699223803,4.154302671,3.838709677,4.534412955,6.921639109,7,6.583086053,6.862672811,8.840948525,3.205607477,2.948900388,2.951780415,3.360368664,3.244071718
4.28612509,4.772315653,4.258902077,4.057142857,4.853094274,6.975557153,6.949547219,6.295994065,7.419354839,8.965876229,3.017972682,3.373221216,3.321958457,3.375115207,3.32967033
4.511143063,5.060155239,4.358308605,4.184331797,4.854829381,7.294751977,6.15912031,5.886498516,7.133640553,8.798149219,3.500359454,2.917205692,3.126854599,3.194470046,2.960670908
4.186196981,4.919793014,4.140949555,3.921658986,4.366107577,6.368080518,5.760025873,6.660979228,7.380645161,8.591093117,3.585909418,3.347347995,3.022997033,3.151152074,3.242336611
4.331416247,5.261966365,3.896884273,3.712442396,4.84384037,6.883537024,5.766494179,6.170623145,8.261751152,8.445922499,3.135873472,3.265200517,2.879821958,3.247004608,3.375361481
3.932422717,5.145536869,4.422106825,4.150230415,4.6529786,7.623292595,6.764553687,6.132047478,7.126267281,9.133603239,3.27821711,2.983829237,3.080118694,3.467281106,3.139386929
3.928109274,4.692755498,3.984421365,4.026728111,4.910352805,6.841121495,6.448253558,6.519287834,6.67281106,8.148062464,3.427030913,2.946959897,3.265578635,3.5640553,3.377674957
4.54061826,5.057567917,4.203264095,3.606451613,4.597455176,6.6930266,6.419793014,6.678783383,8.681105991,8.684210526,2.960460101,3.063389392,3.077151335,3.099539171,3.26026605
4.334291876,4.500646831,4.568991098,4.004608295,4.72238288,6.351545651,6.591849935,6.801928783,6.379723502,8.922498554,3.349388929,3.364165589,3.211424332,3.324423963,3.435511857
4.146657081,5.130659767,4.255934718,4.076497696,4.610757663,6.621135873,6.709573092,6.172848665,7.039631336,8.493927126,3.168224299,3.125485123,3.053412463,3.567741935,3.191440139
4.327102804,4.758085382,4.114985163,4.110599078,5.090225564,6.851186197,6.554333765,6.163204748,7.328110599,9.338345865,3.392523364,3.108667529,2.964391691,3.099539171,3.192596877
4.091301222,4.412031048,4.00074184,4.124423963,4.685367264,6.312005751,6.431435964,6.103857567,6.639631336,8.507807981,3.163910855,3.074385511,3.074183976,3.17235023,3.299016773
4.230769231,4.864812419,3.791543027,4.265437788,5.253903991,7.289000719,6.515523933,6.482195846,7.239631336,8.56622325,3.307692308,3.019404916,3.24851632,3.565898618,3.261422788
3.974838246,5.115782665,3.985163205,3.984331797,4.591093117,6.959741193,6.52393273,5.836795252,7.095852535,9.002313476,3.227893602,2.90232859,3.275222552,3.09124424,3.160208213
4.080517613,4.880336352,4.161721068,4.213824885,4.546558704,7.470884256,6.619663648,6.537833828,7.092165899,8.094274147,3.171818835,3.135187581,3.082344214,3.1640553,3.281665703
4.551401869,4.87839586,3.832344214,4.01843318,4.489878543,6.608195543,6.611901682,5.955489614,7.058986175,8.602082128,3.345794393,3.105433376,3.166913947,3.189861751,3.128976287
4.132278936,4.939844761,4.326409496,3.946543779,4.715442452,6.526240115,6.782664942,5.523738872,7.284792627,8.016772701,2.902228613,2.912677878,3.097181009,3.41843318,3.086176981
4.401869159,5.086675291,4.238130564,4.042396313,4.770965876,6.904385334,6.500646831,6.190652819,7.556682028,7.441295547,3.284687275,3.335705045,3.040801187,3.469124424,3.135916715
4.188353702,4.972186287,4.336795252,3.7640553,5.060150376,8.086987779,6.28072445,6.183234421,7.586175115,7.652400231,3.179726815,2.919146184,3.039317507,3.080184332,3.155581261
3.997843278,4.862871928,4.106083086,3.735483871,4.805668016,7.343637671,6.375161708,6.045252226,6.2359447,7.713128976,2.981308411,3.016817594,3.112759644,3.392626728,3.447657606
4.108554996,5.533635188,3.583086053,3.958525346,4.603238866,7.096333573,6.526520052,6.137240356,6.949308756,7.479467901,3.242990654,3.179172057,3.306379822,3.096774194,3.264314633
4.242271747,5.076326003,4.054896142,4.374193548,4.914401388,7.322070453,8.021992238,6.074925816,6.918894009,6.882591093,3.24155284,2.875161708,2.962166172,3.542857143,3.459803355
3.799424874,5.10931436,4.180267062,4.116129032,4.759976865,6.593817398,6.445666235,5.778931751,7.19078341,7.435511857,3.291157441,3.029107374,3.068249258,3.061751152,3.210526316
4.267433501,4.826649418,3.87462908,4.006451613,4.844997108,6.636232926,6.785899094,5.692136499,6.985253456,6.676691729,3.300503235,3.102199224,3.068249258,3.559447005,3.37593985
4.015097052,5.155239327,4.349406528,4.025806452,4.839213418,6.862688713,6.496765847,6.020771513,6.944700461,7.679005205,3.389647735,3.153945666,3.180267062,3.416589862,3.463851938
4.296189792,5.336998706,4.298961424,4.357603687,4.929438982,7.200575126,6.777490298,5.850148368,6.662672811,7.186813187,3.489575845,3.299482536,3.121661721,3.294930876,3.216888375
4.094895758,5.184993532,4.617952522,3.889400922,4.736263736,6.862688713,6.761319534,5.505192878,7.099539171,7.144013881,3.250179727,2.965071151,3.235905045,3.05437788,3.353961828
3.956146657,5.225743855,4.440652819,3.996313364,4.634470792,7.121495327,6.593790427,5.81379822,7.115207373,7.434355119,3.191229331,3.246442432,3.339762611,3.225806452,3.198380567
3.951114306,5.136481242,4.326409496,4.092165899,4.516483516,7.094895758,6.708279431,6.28115727,6.687557604,7.0578369,3.003594536,3.054333765,3.133531157,3.132718894,3.144013881
4.118619698,5.225743855,4.425074184,4.039631336,5.064777328,6.63767074,6.529107374,6.132047478,7.883870968,7.423944477,3.191229331,2.970892626,3.358308605,3.037788018,3.452284558
4.213515457,5.282018111,4.461424332,3.901382488,4.711972238,7.102084831,6.758085382,5.640949555,6.973271889,7.684788895,3.20201294,3.285899094,3.010385757,3.282949309,3.239444766
3.829618979,5.479301423,4.273738872,4.086635945,4.412377097,6.91588785,6.948253558,5.985905045,6.875576037,6.962406015,3.526959022,3.142302717,3.037833828,3.092165899,2.989010989
4.278936017,5.175291074,4.429525223,3.929953917,4.536726431,6.904385334,6.635834411,5.958456973,7.539170507,7.115095431,3.337167505,3.238033635,2.996290801,3.231336406,3.17929439
4.043853343,5.138421734,4.229970326,3.915207373,4.935222672,6.546369518,6.921733506,5.979228487,7.503225806,7.464430307,3.253055356,3.161707633,3.129821958,2.905069124,3.522267206
3.90294752,5.47542044,4.140207715,4.020276498,4.958357432,6.866283249,6.532341527,5.554154303,7.259907834,7.268941585,3.274622574,2.880983182,3.179525223,2.867281106,3.16194332
3.788641265,5.386804657,4.256676558,3.988018433,4.533256217,7.01581596,6.291720569,6.340504451,6.676497696,7.462116831,3.334291876,2.863518758,3.21884273,3.09124424,3.140543667
3.855499641,5.762613195,4.255934718,4.029493088,4.443030654,6.890726096,6.282018111,6.493323442,7.17235023,7.488721805,3.193386053,3.110608021,2.971068249,3.597235023,3.505494505
4.01581596,5.049805951,4.369436202,4.301382488,4.680161943,6.70596693,6.589262613,5.930267062,7.021198157,8.550028918,3.457943925,3.053040103,3.168397626,3.266359447,3.263157895
4.150970525,5.648771022,4.252225519,3.979723502,4.652400231,6.32278936,6.495472186,6.460682493,7.868202765,6.864083285,3.117181884,3.283311772,3.039317507,3.120737327,3.269519954
4.334291876,5.157179819,4.550445104,3.943778802,4.484094853,7.137311287,6.984476067,6.171364985,6.417511521,6.991324465,3.684399712,3.298188875,3.150593472,3.159447005,3.437246964
4.243709561,5.436610608,4.246290801,4.060829493,4.790630422,6.649173257,6.606080207,6.355341246,6.817511521,7.761711972,3.302659957,3.190168176,3.390207715,3.160368664,3.2313476
4.381020848,5.188874515,4.297477745,4.422119816,4.390977444,7.288281812,6.745148771,5.93768546,6.614746544,7.69924812,3.375988497,2.855756792,3.048961424,3.45437788,3.020821284
4.434219986,5.41461837,4.62388724,3.986175115,4.983227299,6.641984184,6.489650712,6.93768546,6.696774194,7.463851938,3.183321352,3.053686934,3.400593472,3.170506912,3.065934066
4.276060388,4.820181113,4.450296736,4.262672811,5.123192597,6.644859813,6.474126779,6.089020772,6.89124424,7.668594563,3.250179727,3.303363519,3.24925816,3.135483871,3.272990168
4.228612509,5.095730918,4.140949555,4.528110599,4.758820127,7.176851186,7.474126779,6.396884273,7.138248848,8.139386929,3.319913731,3.062095731,3.229970326,3.265437788,3.142857143
4.19698059,5.681759379,4.064540059,4.490322581,4.963562753,6.70596693,7.15847348,6.174332344,6.710599078,7.775014459,3.051042416,3.01228978,3.237388724,3.667281106,3.093117409
4.072609633,4.740620957,4.328635015,4.193548387,4.56622325,6.612508986,6.410090556,6.507418398,8.62764977,7.220358589,3.132997843,3.005821475,3.152077151,3.296774194,3.327356854
4.250898634,4.749676585,4.28264095,4.588018433,4.558704453,6.767074047,7.113842173,5.93620178,7.744700461,7.481203008,3.312724659,2.829883571,3.197329377,3.647926267,3.142278774
4.550682962,4.915265201,4.304154303,4.92718894,4.905147484,6.905823149,6.539456662,6.169881306,6.887557604,7.211683054,3.08123652,3.326649418,2.964391691,3.518894009,3.178716021
4.174694464,5.236739974,4.666913947,4.231336406,4.621168305,7.855499641,6.833117723,6.864243323,7.056221198,8.536726431,3.717469446,3.228331177,3.003709199,3.138248848,3.195488722
4.328540618,5.01164295,4.213649852,4.043317972,4.767495662,6.74550683,6.958602846,6.135014837,7.470967742,7.538461538,3.102803738,2.948900388,3.198071217,3.103225806,3.266628109
4.521926671,5.076326003,4.635756677,4.556682028,4.604395604,7.461538462,6.528460543,6.183976261,7.405529954,7.564488143,3.385334292,3.326649418,3.147626113,3.282949309,3.222093696
4.644859813,5.135187581,4.758160237,4.3640553,4.449971082,6.895758447,6.947606727,5.939910979,8.376036866,8.223250434,3.341480949,2.956662354,3.252967359,3.255299539,3.263736264
4.199137311,5.021345408,4.409495549,4.094930876,4.45691151,7.292595255,6.532988357,6.557863501,7.70875576,6.727009832,3.042415528,3.031694696,3.005934718,3.322580645,3.307113939
4.426312006,5.455368693,4.564540059,4.301382488,4.781954887,6.788641265,7.246442432,6.116468843,7.183410138,7.235396183,3.299065421,3.018111255,3.18620178,3.105069124,2.98264893
4.723939612,5.029107374,4.040059347,4.428571429,4.514748409,6.874191229,6.815653299,6.439169139,7.067281106,7.798727588,3.09705248,2.984476067,3.117952522,2.925345622,3.123770966
4.618260244,4.752910737,4.340504451,4.738248848,4.528629265,6.819554277,6.885510996,6.164688427,7.732718894,7.949103528,3.23364486,2.819534282,3.161721068,3.419354839,3.135916715
4.41480949,4.669469599,4.859792285,4.487557604,4.620011567,7.057512581,6.943078913,6.465875371,7.630414747,7.288027762,3.183321352,3.237386805,3.084569733,3.144700461,3.312897629
4.799424874,4.831177232,4.24851632,4.394470046,4.903412377,6.597411934,7.879042691,6.238130564,8.105990783,7.048004627,3.328540618,2.954721863,3.442878338,3.19078341,3.366107577
4.2178289,4.842173351,4.388724036,4.458064516,5.084441874,7.634795111,8.071798189,6.419139466,8.856221198,8.737998843,3.234363767,3.25614489,3.141691395,2.940092166,3.308270677
4.616103523,4.84152652,4.507418398,4.338248848,4.456333141,6.588785047,8.148771022,6.107566766,9.776036866,9.359745518,3.446441409,2.880983182,3.088278932,2.819354839,3.019664546
4.485262401,4.80530401,4.574183976,4.28202765,4.87854251,8.083393242,8.141655886,6.713649852,9.826728111,8.020242915,3.024442847,3.012936611,3.143916914,3.212903226,3.157894737
5.050323508,4.971539457,4.871661721,4.324423963,4.457489879,8.349388929,7.505174644,6.289317507,9.444239631,8.299595142,3.666427031,3.045924968,2.916172107,3.289400922,3.160208213
5.119338605,4.843467012,4.410237389,4.957603687,4.795835743,8.161035226,8.30530401,6.434718101,9.77235023,7.63562753,3.202731848,3.001940492,3.241097923,3.518894009,3.178716021
4.700934579,5.203104787,4.753709199,4.582488479,4.510699826,9.539180446,7.692108668,6.863501484,8.967741935,7.809716599,3.388209921,3.046571798,3.254451039,3.233179724,3.327935223
4.903666427,4.756791721,4.235163205,4.216589862,4.655870445,9.002875629,7.86545925,6.238130564,9.274654378,7.525159051,3.31488138,3.204398448,3.230712166,3.292165899,3.244650087
4.595255212,4.304010349,4.200296736,4.548387097,4.327356854,9.499640546,7.891332471,6.864243323,10.58986175,7.84384037,3.452911574,2.972186287,3.297477745,3.178801843,3.338345865
4.69805895,4.388745149,4.924332344,5.010138249,4.174089069,8.743350108,8.103492885,6.724777448,11.42211982,8.296703297,3.263120058,3.098318241,3.117952522,3.368663594,3.061885483
4.854780733,4.377102199,4.168397626,4.346543779,4.344707924,8.868439971,7.356403622,6.548219585,11.23686636,7.192596877,3.619698059,3.251617076,3.037091988,3.258064516,3.065934066
4.952552121,4.47542044,4.49851632,4.428571429,4.761133603,8.160316319,7.883570505,6.384272997,10.99354839,7.158473106,3.445722502,3.142949547,3.131305638,3.057142857,3.322729902
5.020129403,5.015523933,4.43768546,4.760368664,4.316367843,9.379583034,7.725097025,6.185459941,10.50230415,7.738577212,3.551401869,2.977360931,3.122403561,3.477419355,3.214574899
4.777857656,4.581500647,4.229228487,4.248847926,5.058415269,9.35442128,7.324708926,6.497774481,9.805529954,8.124349335,3.135873472,2.993531695,3.090504451,2.959447005,3.237709659
4.662832495,4.735446313,4.818249258,5.113364055,4.527472527,8.352264558,7.302069858,5.974035608,11.15760369,7.757663389,3.473759885,3.063389392,2.956231454,3.487557604,3.342394448
4.681524083,5.021992238,4.46958457,4.933640553,5.065355697,9.115025162,7.234152652,6.584569733,11.39907834,8.772122614,3.208483106,2.928848642,3.37537092,3.097695853,3.23713129
5.108554996,4.783958603,4.453264095,5.258986175,4.209369578,8.485262401,7.138421734,6.149109792,10.75299539,7.559861191,3.256649892,3.087322122,3.082344214,3.592626728,3.60092539
4.788641265,4.749676585,4.211424332,5.305990783,4.562753036,8.352983465,7.168175938,6.177299703,12.55023041,8.726431463,3.033788641,3.191461837,3.37611276,3.152995392,3.15615963
4.830337886,4.662354463,4.572700297,5.61843318,4.563909774,7.882099209,7.459249677,6.379080119,11.17419355,7.811451706,3.386772106,3.038809832,3.258160237,3.258986175,3.406015038
4.752695902,4.397153946,4.300445104,5.090322581,4.357432042,8.204888569,7,6.367210682,9.909677419,7.467322152,3.483105679,3.057567917,3.055637982,3.188018433,3.246385194
4.701653487,4.701164295,4.56379822,5.321658986,4.31810295,7.178289001,6.812419146,6.447329377,10.65069124,7.411798728,3.179007908,3.210866753,3.308605341,4.103225806,3.529207634
4.865564342,4.71992238,4.511869436,5.995391705,4.984384037,7.009345794,6.567270375,6.421364985,9.46359447,6.765182186,3.529834651,2.807244502,3.209198813,3.539170507,3.528050896
4.902228613,5.269081501,4.40652819,5.748387097,4.731058415,7.613946801,6.236093144,5.963649852,10.4875576,7.289762869,3.083393242,3.205692109,3.103857567,4.438709677,3.128976287
5.097771387,4.705045278,4.335311573,5.402764977,4.62406015,6.916606758,6.380983182,6.227002967,9.140092166,7.280508965,3.392523364,3.188227684,3.241839763,3.737327189,3.49161365
4.884255931,5.060155239,4.545252226,5.268202765,5.421631001,7.058231488,6.301423027,5.65504451,9.41843318,8.089647195,3.042415528,3.137128072,3.214391691,3.510599078,3.407750145
5.066139468,4.749029754,4.548961424,5.11797235,5.46847889,7.624011503,6.051099612,6.194362018,9.836866359,8.097744361,3.277498203,3.021345408,3.353115727,3.86359447,3.659919028
4.304097771,4.617076326,4.388724036,5.290322581,5.09253904,7.058950395,6.696636481,5.652818991,9.547465438,7.910931174,3.310567937,3.396507115,3.321958457,3.941935484,3.031231926
4.66930266,5.306597671,4.90652819,6.163133641,4.946211683,7.63263839,6.161060802,6.285608309,10.01751152,8.562753036,3.589503954,2.998706339,3.324183976,3.68202765,3.061307114
5.02875629,4.448253558,4.596439169,5.366820276,4.95951417,6.933141625,6.305950841,6.136498516,9.916129032,7.613649508,3.448598131,3.307244502,3.132047478,3.584331797,3.082706767
4.687275341,4.620957309,4.519287834,5.296774194,5.418739156,6.678648454,6.421086675,5.93694362,9.870967742,7.494505495,3.186196981,3.142949547,2.984421365,3.432258065,3.384037016
4.897196262,4.956015524,4.599406528,5.241474654,5.113360324,6.969086988,6.295601552,6.497774481,9.755760369,7.94794679,3.350107836,3.369987063,3.260385757,3.779723502,3.373048005
5.180445723,4.820827943,4.34347181,5.761290323,5.094274147,6.748382459,6.038809832,6.549703264,10.40460829,7.520532099,3.303378864,3.082147477,2.949554896,3.700460829,3.393869289
4.511143063,4.663001294,4.909495549,6.149308756,5.363215732,7.384615385,6.225097025,6.352373887,9.850691244,7.817813765,3.369518332,3.375808538,3.185459941,3.396313364,3.558704453
4.529115744,4.517464424,4.411721068,5.686635945,5.178137652,7.213515457,6.345407503,6.605341246,10.50322581,7.393869289,2.875629044,3.035575679,3.129080119,3.62764977,3.200694043
4.490294752,4.276196636,4.509643917,5.923502304,5.22556391,7.84255931,6.194049159,5.856083086,9.510599078,7.837478311,3.089863408,3.014877102,3.0615727,3.383410138,3.358010411
4.649892164,4.586675291,4.352373887,5.408294931,5.367842684,6.622573688,6.179172057,7.069732938,10.62949309,7.882012724,3.117181884,2.916558862,3.055637982,3.799078341,3.302486987
4.557153127,4.39003881,4.56305638,5.476497696,4.978600347,6.885693746,6.382276843,6.06379822,10.14193548,8.707923655,3.335729691,3.076326003,3.410979228,3.129953917,3.251590515
4.695183321,5.216041397,4.62462908,5.699539171,4.720647773,6.499640546,6.457309185,6.133531157,8.912442396,7.916714864,3.395398994,3,3.160979228,3.439631336,3.24291498
4.841840403,4.554980595,4.652077151,5.560368664,4.986119144,6.948957584,5.943725744,6.888724036,9.786175115,7.916136495,3.142343638,3.050452781,3.070474777,3.547465438,3.361480625
